frame	frame0	frame1	frame2	frame3	frame4	frame5	frame6	frame7	sent_cn	abst_lv	lemma_example
Emergency_fire	Fire_burning	Emergency_fire							20	1	wildfire
Emitting	Emitting								202	0	exude
Emotion_active	Cogitation	Emotion_active							104	1	worry
Emotion_directed	State	Emotions	Emotion_directed						3480	2	happy
Emotion_heat	State	Emotions	Emotion_heat						122	2	simmer
Emotions	State	Emotions							0	1	
Emotions_by_possibility	State	Emotions	Emotions_by_stimulus	Emotions_by_possibility					0	3	
Emotions_by_stimulus	State	Emotions	Emotions_by_stimulus						41	2	glad
Emotions_of_mental_activity	State	Emotions	Emotions_by_stimulus	Emotions_of_mental_activity					36	3	delight in
Emotions_success_or_failure	State	Emotions	Emotions_by_stimulus	Emotions_success_or_failure					30	3	unfulfilled
Emphasizing	Importance	Emphasizing							205	1	emphasis
Employee_scenario	Employee_scenario								3	0	hire
Employer_scenario	Employer_scenario								5	0	hire
Employing	Employing								241	0	worker
Employment_continue	Employment_continue								0	0	
Employment_end	Employment_end								0	0	
Employment_scenario	Employment_scenario								4	0	hire
Employment_start	Employment_start								0	0	
Emptying	Event	Objective_influence	Transitive_action	Container_focused_removing	Emptying				421	4	emptying
Encoding	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Encoding		260	6	word
Encounter	Event	Come_together	Encounter						1	2	encounter
Endangering	Event	Objective_influence	Transitive_action	Endangering					35	3	jeopardize
Endeavor_failure	Success_or_failure	Endeavor_failure							12	1	fold
Enforcing	Event	Intentionally_act	Execute_plan	Enforcing					33	3	enforce
Entering_of_plea	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Entering_of_plea		37	6	plead
Entity	Entity								19	0	item
Entourage	Aggregate	Entourage							12	1	entourage
Erasing	Event	Objective_influence	Transitive_action	Erasing					2	3	strike
Escaping	Event	Eventive_affecting	Departing	Escaping					105	3	escape
Estimated_value	Estimating	Estimated_value							34	1	estimate
Estimating	Mental_activity	Estimating							162	1	put at
Evading	Event	Intentionally_act	Avoiding	Evading					121	3	slip
Evaluative_comparison	Attributes	Gradable_attributes	Position_on_a_scale	Evaluative_comparison					125	3	rival
Event	Event								316	0	happen
Event_initial_state	State	Event_initial_state							0	1	
Event_instance	Instance	Event_instance							84	1	time
Eventive_affecting	Event	Eventive_affecting							24	1	happen
Eventive_cognizer_affecting	Event	Eventive_affecting	Eventive_cognizer_affecting						5	2	convinced
Evidence	Evidence								611	0	prove
Evoking	Memory	Evoking							147	1	remind
Examination	Event	Intentionally_act	Examination						106	2	exam
Exchange	Reciprocality	Exchange							84	1	swap
Exchange_currency	Event	Objective_influence	Transitive_action	Cause_change	Exchange_currency				37	4	exchange
Exclude_member	Being_included	Be_subset_of	Membership	Exclude_member					35	3	excommunicate
Excreting	Event	Objective_influence	Transitive_action	Cause_motion	Excreting				153	4	spit up
Execute_plan	Event	Intentionally_act	Execute_plan						43	2	implementation
Execution	Event	Objective_influence	Transitive_action	Killing	Execution				106	4	execute
Exemplar	Instance	Exemplar							13	1	model
Exemplariness	Exemplariness								1	0	prototypical
Exercising	Event	Intentionally_act	Exercising						109	2	exercise
Existence	State	Existence							559	1	there be
Expansion	Expansion								128	0	shrink
Expectation	Mental_activity	Awareness	Expectation						411	2	expect
Expected_location_of_person	Relation	Basis_for_attribute	Locative_relation	Expected_location_of_person					11	3	home
Expend_resource	Event	Objective_influence	Transitive_action	Intentionally_affect	Using	Expend_resource			3	5	exhaust
Expensiveness	Relation	Basis_for_attribute	Locative_relation	Abounding_with	Expensiveness				335	4	costly
Experience_bodily_harm	Event	Experience_bodily_harm							252	1	stub
Experiencer_focus	Experiencer_focus								1565	0	worried
Experiencer_obj	State	Emotions	Experiencer_obj						2093	2	aggrieve
Experimentation	Scrutiny	Experimentation							111	1	control group
Expertise	Attributes	Gradable_attributes	Social_behavior_evaluation	Expertise					1172	3	incredible
Explaining_the_facts	Evidence	Explaining_the_facts							102	1	explanation
Explosion	Event	Eventive_affecting	Explosion						204	2	detonation
Exporting	Event	Eventive_affecting	Lose_possession	Giving	Commerce_sell	Exporting			102	5	export
Expressing_publicly	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Expressing_publicly		374	6	express
Extradition	Event	Objective_influence	Transitive_action	Intentionally_affect	Extradition				79	4	extradite
Extreme_point	Attributes	Gradable_attributes	Extreme_point						11	2	high point
Extreme_value	Attributes	Gradable_attributes	Measurable_attributes	Extreme_value					126	3	acme
Facial_expression	Body_movement	Facial_expression							406	1	pout
Fairness_evaluation	Attributes	Gradable_attributes	Social_behavior_evaluation	Social_interaction_evaluation	Fairness_evaluation				255	4	fair
Fall_asleep	Fall_asleep								9	0	faint
Fall_for	Event	Coming_to_believe	Fall_for						6	2	fall for
Fame	Attributes	Gradable_attributes	Personal_success	Fame					190	3	renowned
Familiarity	Attributes	Gradable_attributes	Familiarity						213	2	new
Fastener	Entity	Artifact	Fastener						45	2	seal
Fear	State	Emotions	Emotions_by_stimulus	Emotions_by_possibility	Fear				15	4	frightened
Feeling	State	Emotions	Feeling						142	2	feel
Feigning	Conduct	Feigning							108	1	feign
Fields	Entity	Biological_entity	People	Fields					124	3	area
Fighting_activity	Event	Intentionally_act	Hostile_encounter	Fighting_activity					41	3	fray
Filling	Event	Objective_influence	Transitive_action	Container_focused_placing	Filling				608	4	pack
Fining	Event	Eventive_affecting	Response	Rewards_and_punishments	Fining				35	4	fine
Finish_competition	Event	Process_end	Activity_finish	Finish_game	Finish_competition				364	4	win
Finish_game	Event	Process_end	Activity_finish	Finish_game					6	3	win
Fire_break	Entity	Artifact	Fire_break						1	2	fire breaks
Fire_burning	Fire_burning								251	0	burn
Fire_emergency_scenario	Disaster_scenario	Fire_emergency_scenario							0	1	
Fire_end_scenario	Fire_end_scenario								0	0	
Fire_going_out	Fire_going_out								4	0	burn out
Fire_stopping_scenario	Fire_stopping_scenario								1	0	went out
Firefighting	Event	Intentionally_act	Hostile_encounter	Firefighting					75	3	fight
Firing	Employment_end	Firing							110	1	discharge
Firing_point	Locale	Relational_location	Locale_by_collocation	Locale_by_event	Firing_point				2	4	firing points
First_experience	First_experience								37	0	first
First_rank	Attributes	Gradable_attributes	Prominence	First_rank					178	3	lead
Fleeing	Event	Motion	Self_motion	Fleeing					109	3	flee
Fluidic_motion	Event	Motion	Fluidic_motion						513	2	hiss
Food	Entity	Physical_entity	Food						1802	2	lasagne
Food_gathering	Food_gathering								66	0	gather
Foreign_or_domestic_country	Locale	Locale_by_ownership	Political_locales	Foreign_or_domestic_country					209	3	foreign
Forging	Event	Objective_influence	Transitive_action	Creating	Intentionally_create	Duplication	Forging		63	6	fake
Forgiveness	State	Emotions	Forgiveness						57	2	condone
Forgoing	Forgoing								54	0	skip
Forming_relationships	Event	Intentionally_act	Forming_relationships						295	2	divorce
Fragmentation_scenario	Becoming_separated	Fragmentation_scenario							4	1	break
Freeing_from_confinement	Event	Objective_influence	Transitive_action	Intentionally_affect	Releasing	Freeing_from_confinement			8	5	spring
Frequency	Attributes	Gradable_attributes	Frequency						565	2	never
Friction	Impact	Friction							53	1	scrape
Friendly_or_hostile	Event	Intentionally_act	Hostile_encounter	Friendly_or_hostile					9	3	friendly
Front_for	Event	Intentionally_act	Front_for						19	2	front
Frugality	Attributes	Gradable_attributes	Social_behavior_evaluation	Frugality					169	3	penny-wise
Fugitive	Being_in_captivity	Being_incarcerated	Fugitive						26	2	on the run
Fullness	Attributes	Gradable_attributes	Fullness						59	2	full
Function	Function								52	0	serve
Funding	Event	Eventive_affecting	Lose_possession	Giving	Supply	Funding			16	5	funded
Gathering_up	Event	Objective_influence	Transitive_action	Intentionally_affect	Gathering_up				55	4	herd
Gesture	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Gesture		158	6	gesture
Get_a_job	Event	Intentionally_act	Get_a_job						27	2	on
Getting	Event	Getting							476	1	secure
Getting_scenario	Getting_scenario								0	0	
Getting_triggered	Getting_triggered								29	0	go off
Getting_underway	Getting_underway								35	0	head out
Getting_up	Event	Intentionally_act	Change_posture	Getting_up					25	3	rise
Getting_vehicle_underway	Getting_vehicle_underway								61	0	launch
Give_impression	Perception	Give_impression							506	1	appear
Giving	Event	Eventive_affecting	Lose_possession	Giving					478	3	give
Giving_birth	Giving_birth								116	0	birthe
Giving_in	Taking_sides	Giving_in							42	1	submit
Giving_scenario	Lose_possession_scenario	Giving_scenario							1	1	give
Gizmo	Entity	Artifact	Gizmo						543	2	core
Go_into_shape	Event	Go_into_shape							25	1	curl
Goal	Relation	Basis_for_attribute	Locative_relation	Goal					112	3	to
Going_back_on_a_commitment	Commitment	Going_back_on_a_commitment							51	1	renege
Government_institution	Aggregate	Organization	Institutions	Government_institution					0	3	
Gradable_artistic_quality	Attributes	Gradable_attributes	Gradable_artistic_quality						4	2	severe
Gradable_attributes	Attributes	Gradable_attributes							0	1	
Gradable_proximity	Relation	Basis_for_attribute	Locative_relation	Gradable_proximity					170	3	nearest
Graph_shape	Graph_shape								14	0	trace
Grasp	Mental_activity	Awareness	Grasp						347	2	understand
Grinding	Event	Objective_influence	Transitive_action	Grinding					156	3	Flake
Grooming	Event	Objective_influence	Transitive_action	Intentionally_affect	Grooming				172	4	wash
Ground_up	Ground_up								121	0	ground
Growing_food	Growing_food								60	0	grow
Guest_and_host	Relation	Relation_between_individuals	Guest_and_host						24	2	guest
Guilt_or_innocence	Event	Misdeed	Guilt_or_innocence						9	2	innocent
Gusto	Possibility	Capability	Gusto						21	2	life
Hair_configuration	Being_included	Part_piece	Part_whole	Shaped_part	Body_parts	Hair_configuration			286	5	flaxen
Halt	Event	Process_stop	Activity_stop	Halt					80	3	stop
Have_as_requirement	Contingency	Have_as_requirement							43	1	demand
Have_as_translation_equivalent	Event	Objective_influence	Transitive_action	Creating	Intentionally_create	Translating	Have_as_translation_equivalent		14	6	translate
Have_associated	State	Existence	Have_associated						80	2	have
Have_visitor_over	Have_visitor_over								2	0	over
Having_commercial_agreement	Be_in_agreement_on_action	Having_commercial_agreement							1	1	agreement
Having_or_lacking_access	Possibility	Capability	Having_or_lacking_access						58	2	accessible
Health_response	Attributes	Gradable_attributes	Inclination	Health_response					111	3	allergy
Hearsay	Event	Objective_influence	Transitive_action	Intentionally_affect	Cause_to_perceive	Communication	Hearsay		92	6	read
Heat_potential	Attributes	Gradable_attributes	Measurable_attributes	Temperature	Heat_potential				5	4	warm
Hedging	Hedging								6	0	a bit
Heralding	Event	Intentionally_act	Heralding						10	2	herald
Hiding_objects	Event	Objective_influence	Transitive_action	Intentionally_affect	Hiding_objects				70	4	hide
Hindering	Event	Hindering							217	1	hinder
Hiring	Event	Objective_influence	Transitive_action	Intentionally_affect	Hiring				102	4	hire
Historic_event	Event	Eventive_affecting	Historic_event						54	2	historic
History	Individual_history	History							68	1	history
History_scenario	History_scenario								0	0	
Hit_or_miss	Success_or_failure	Hit_or_miss							8	1	hit
Hit_target	Event	Objective_influence	Transitive_action	Intentionally_affect	Hit_target				19	4	hit
Holding_off_on	Event	Objective_influence	Transitive_action	Cause_change	Change_event_time	Holding_off_on			35	5	wait
Hospitality	Attributes	Gradable_attributes	Social_behavior_evaluation	Social_interaction_evaluation	Hospitality				8	4	hospitable
Hostile_encounter	Event	Intentionally_act	Hostile_encounter						931	2	engage
Hunting	Hunting								42	0	hunt
Hunting_scenario	Event	Intentionally_act	Attempting_and_resolving_scenario	Attempt_obtain_food_scenario	Hunting_scenario				0	4	
Hunting_success_or_failure	Hunting_success_or_failure								4	0	bag
Identicality	Relation	Identicality							159	1	same
Identity_scenario	Identity_scenario								1	0	different
Idiosyncrasy	Relation	Idiosyncrasy							50	1	unique
Image_schema	Image_schema								0	0	
Imitating	Attributes	Gradable_attributes	Similarity	Imitating					38	3	imitate
Immobilization	Event	Objective_influence	Transitive_action	Intentionally_affect	Immobilization				15	4	lock up
Impact	Impact								582	0	crash
Import_export_scenario	Event	Objective_influence	Transitive_action	Intentionally_affect	Import_export_scenario				4	4	tranship
